technology,window_number,window_start_date,window_end_date,days_since_launch,video_count,mean_sentiment,median_sentiment,sentiment_std,proportion_positive,proportion_negative,mean_views,mean_hyperbole,mean_complexity,dominant_topic,topic_diversity,mean_duration,mean_subscriber_count,dominant_category,category_diversity,prop_sci_tech,mean_like_ratio,mean_comment_ratio,sentiment_slope
Gemini,7,2023-08-30,2023-09-13,-98,4,0.725,0.75,0.09574271077563384,1.0,0.0,11701.75,0.6499999999999999,0.45,Enthusiast/Reaction,0.5,578.25,29157.5,Science & Technology,0.09375,0.5,0.02680296828634694,0.003430437429832502,-0.07366666666666666
Gemini,8,2023-09-13,2023-09-27,-84,8,0.475,0.6,0.291547594742265,1.0,0.0,4298.25,0.55,0.4125,Enthusiast/Reaction,0.5,1539.5,59779.375,Science & Technology,0.09375,0.625,0.03300130334614286,0.011049366085861628,-0.021111111111111136
Gemini,9,2023-09-27,2023-10-11,-70,8,0.75,0.8,0.07559289460184548,1.0,0.0,7464.625,0.65,0.45,Enthusiast/Reaction,0.5,517.5,332274.375,Science & Technology,0.09375,0.5,0.01782111224827166,0.004053249823301731,-0.013055555555555577
Gemini,10,2023-10-11,2023-10-25,-56,6,0.7000000000000001,0.8,0.24494897427831785,1.0,0.0,3053.5,0.6333333333333333,0.43333333333333335,Enthusiast/Reaction,0.3333333333333333,479.1666666666667,102564.33333333333,Science & Technology,0.0625,0.6666666666666666,0.02338412162467795,0.0022102600851260554,0.03583333333333333
Gemini,12,2023-11-08,2023-11-22,-28,2,0.8,0.8,0.0,1.0,0.0,5287.5,0.6499999999999999,0.5,Enthusiast/Reaction,0.16666666666666666,369.0,1337.5,Science & Technology,0.03125,1.0,0.01765479163196432,0.0008635319488503801,0.07916666666666669
Gemini,13,2023-11-22,2023-12-06,-14,1,0.7,0.7,,1.0,0.0,166414.0,0.3,0.4,Practical Application,0.16666666666666666,885.0,390000.0,Science & Technology,0.03125,1.0,0.010870479647145073,0.00044467412597497805,0.03277027027027028
Gemini,14,2023-12-06,2023-12-20,0,15,0.5666666666666667,0.7,0.3086066999241838,0.9333333333333333,0.06666666666666667,2384275.2666666666,0.5866666666666666,0.4266666666666667,Enthusiast/Reaction,0.6666666666666666,667.6,3088730.6666666665,Science & Technology,0.125,0.6666666666666666,0.02060465242378175,0.0021821256904447648,0.03662790697674419
Gemini,15,2023-12-20,2024-01-03,14,15,0.6,0.7,0.2751622897751175,1.0,0.0,33426.73333333333,0.4533333333333333,0.5666666666666667,Technical Tutorial,0.5,1038.3333333333333,240520.0,Science & Technology,0.09375,0.4666666666666667,0.02151242333681773,0.0014085304046997057,-0.023837209302325593
Gemini,16,2024-01-03,2024-01-17,28,15,0.6533333333333334,0.7,0.2325838302531758,0.9333333333333333,0.0,30629.8,0.44,0.5866666666666666,Practical Application,0.6666666666666666,1410.2,193635.86666666667,Education,0.09375,0.3333333333333333,0.016280684341235384,0.001562485645938872,-0.031081081081081104
Gemini,17,2024-01-17,2024-01-31,42,5,0.6,0.7,0.291547594742265,1.0,0.0,15300.2,0.42000000000000004,0.5599999999999999,Practical Application,0.3333333333333333,1161.6,23046.0,Science & Technology,0.0625,0.6,0.015878925141790137,0.0010518316154690037,-0.039333333333333324
Gemini,18,2024-01-31 00:00:00,2024-02-14 00:00:00,56,15,0.41333333333333333,0.4,0.22949219304078006,1.0,0.0,41105.333333333336,0.38666666666666666,0.45999999999999996,Practical Application,0.8333333333333334,1049.1333333333334,412121.06666666665,Science & Technology,0.15625,0.5333333333333333,0.018539367473735673,0.0026457688509356836,-0.011333333333333319
Gemini,19,2024-02-14 00:00:00,2024-02-28 00:00:00,70,14,-0.38571428571428573,-0.8,0.521620467474113,0.35714285714285715,0.6428571428571429,200474.07142857142,0.6,0.34285714285714286,Critical/Evaluative,0.8333333333333334,1136.7857142857142,2456342.8571428573,Entertainment,0.1875,0.21428571428571427,0.04953636242622016,0.009522947722328343,-0.030666666666666665
Gemini,20,2024-02-28 00:00:00,2024-03-13 00:00:00,84,15,0.31333333333333335,0.6,0.569293630822652,0.8,0.2,72933.2,0.4666666666666667,0.4533333333333333,Practical Application,0.6666666666666666,1177.2666666666667,1465650.4666666666,Education,0.1875,0.13333333333333333,0.026381153288607573,0.003210671142231903,-0.22114285714285714
Gemini,21,2024-03-13 00:00:00,2024-03-27 00:00:00,98,15,0.42666666666666664,0.7,0.3692979181920098,0.8666666666666667,0.13333333333333333,56677.46666666667,0.3333333333333333,0.38666666666666666,Practical Application,0.8333333333333334,893.2,2070467.3333333333,Education,0.15625,0.3333333333333333,0.016483981145806938,0.0016950976613107857,-0.1665714285714286
Gemini,22,2024-03-27 00:00:00,2024-04-10 00:00:00,112,15,0.41333333333333333,0.6,0.36813558578845584,0.8666666666666667,0.13333333333333333,61512.666666666664,0.3333333333333333,0.52,Practical Application,0.6666666666666666,2044.4,739359.3333333334,Science & Technology,0.09375,0.8,0.023827432021739904,0.0035802924646703227,-0.04466666666666667
Gemini,23,2024-04-10 00:00:00,2024-04-24 00:00:00,126,9,0.5,0.7,0.4153311931459038,0.8888888888888888,0.1111111111111111,12572.555555555555,0.37777777777777777,0.5111111111111111,Practical Application,0.5,1384.111111111111,196109.11111111112,Science & Technology,0.0625,0.7777777777777778,0.014111305823528533,0.0022566976376272242,0.08123809523809525
Gemini,24,2024-04-24 00:00:00,2024-05-08 00:00:00,140,14,0.4714285714285714,0.7,0.4564555272440551,0.8571428571428571,0.14285714285714285,14812.357142857143,0.37142857142857144,0.4428571428571429,Practical Application,0.5,574.2142857142857,525174.2857142857,Science & Technology,0.09375,0.5714285714285714,0.016256762318818133,0.00387582285453732,0.18714285714285717
Gemini,25,2024-05-08 00:00:00,2024-05-22 00:00:00,154,14,0.5357142857142857,0.7,0.28177225625601326,1.0,0.0,476442.35714285716,0.4714285714285714,0.45,Practical Application,0.6666666666666666,982.4285714285714,1378635.7142857143,Science & Technology,0.15625,0.5714285714285714,0.025611267488102617,0.0018818595756050886,0.038952380952380954
Gemini,26,2024-05-22 00:00:00,2024-06-05 00:00:00,168,10,0.44000000000000006,0.6,0.429987079909256,0.9,0.1,23045.6,0.41,0.42000000000000004,Practical Application,0.5,754.3,620370.2,People & Blogs,0.125,0.3,0.029394930388898798,0.0037890155959552406,0.027619047619047623
Gemini,27,2024-06-05 00:00:00,2024-06-19 00:00:00,182,14,0.38571428571428573,0.4,0.36973408918207246,0.7857142857142857,0.07142857142857142,7972.642857142857,0.34285714285714286,0.43571428571428567,Practical Application,0.5,1311.142857142857,129902.42857142857,Science & Technology,0.125,0.5,0.020202587232037945,0.003071761173808557,0.008904761904761915
Gemini,28,2024-06-19 00:00:00,2024-07-03 00:00:00,196,15,0.5066666666666666,0.7,0.3081434421700079,0.9333333333333333,0.0,16276.133333333333,0.3466666666666667,0.5066666666666666,Practical Application,0.5,890.0,525278.9333333333,Science & Technology,0.15625,0.4666666666666667,0.017836580673762235,0.0013894034668570166,-0.025999999999999992
Gemini,29,2024-07-03 00:00:00,2024-07-17 00:00:00,210,4,0.25,0.15000000000000002,0.23804761428476165,1.0,0.0,42367.75,0.25,0.325,Practical Application,0.5,951.75,247525.0,Science & Technology,0.0625,0.75,0.013594273905605738,0.0015061533719420376,-0.00795238095238096
Gemini,30,2024-07-17 00:00:00,2024-07-31 00:00:00,224,14,0.6142857142857142,0.7,0.23487195482823225,1.0,0.0,4280.785714285715,0.39285714285714285,0.38571428571428573,Practical Application,0.5,544.3571428571429,50204.642857142855,Science & Technology,0.15625,0.42857142857142855,0.012910396193123166,0.0018991501416122873,-0.05047619047619049
Gemini,31,2024-07-31 00:00:00,2024-08-14 00:00:00,238,15,0.5800000000000001,0.8,0.3320929301953209,0.9333333333333333,0.06666666666666667,117962.33333333333,0.4666666666666667,0.39333333333333337,Practical Application,0.8333333333333334,596.0666666666667,1193525.1333333333,Science & Technology,0.09375,0.7333333333333333,0.016757043120076327,0.0031937389525714677,0.02128571428571426
Gemini,32,2024-08-14 00:00:00,2024-08-28 00:00:00,252,15,0.5733333333333334,0.7,0.2789435853528878,0.9333333333333333,0.0,94423.0,0.4,0.39333333333333337,Practical Application,0.5,491.06666666666666,844623.6,Science & Technology,0.15625,0.6,0.017458952892199908,0.0015380892473104374,0.04961904761904763
Gemini,33,2024-08-28 00:00:00,2024-09-11 00:00:00,266,14,0.41428571428571426,0.30000000000000004,0.2537628901072897,1.0,0.0,34905.28571428572,0.2928571428571428,0.40714285714285714,Practical Application,0.6666666666666666,612.6428571428571,158250.7142857143,Science & Technology,0.09375,0.7857142857142857,0.016684704896306416,0.002316239210584196,0.046333333333333365
Gemini,34,2024-09-11 00:00:00,2024-09-25 00:00:00,280,14,0.5,0.6499999999999999,0.30127932350101755,1.0,0.0,35312.42857142857,0.35000000000000003,0.5,Practical Application,0.6666666666666666,2775.4285714285716,84765.64285714286,Education,0.15625,0.2857142857142857,0.01621541576296059,0.002259716338218793,0.028761904761904766
Gemini,35,2024-09-25 00:00:00,2024-10-09 00:00:00,294,6,0.6833333333333332,0.7,0.0408248290463863,1.0,0.0,21074.666666666668,0.3833333333333333,0.45,Practical Application,0.16666666666666666,460.6666666666667,102750.0,Education,0.0625,0.0,0.013451310566365891,0.00163233969985748,-0.039428571428571424
Gemini,36,2024-10-09 00:00:00,2024-10-23 00:00:00,308,11,0.5727272727272728,0.7,0.2796101181678127,1.0,0.0,41535.0,0.41818181818181815,0.45454545454545453,Practical Application,0.5,2052.818181818182,462116.36363636365,Science & Technology,0.15625,0.36363636363636365,0.030192998888555755,0.0027648193596885025,0.013333333333333298
Gemini,37,2024-10-23 00:00:00,2024-11-06 00:00:00,322,13,0.3692307692307692,0.2,0.2750291359856727,1.0,0.0,47312.307692307695,0.34615384615384615,0.46923076923076923,Practical Application,0.6666666666666666,1152.7692307692307,1067293.8461538462,Science & Technology,0.09375,0.6923076923076923,0.019876019521791355,0.002793901811166968,0.026783549783549777
Gemini,38,2024-11-06 00:00:00,2024-11-20 00:00:00,336,10,0.41000000000000003,0.2,0.2960855732160327,1.0,0.0,20191.2,0.3,0.31,Practical Application,0.5,686.0,359483.4,Science & Technology,0.125,0.5,0.016545290654308768,0.0027938179063348133,-0.0017382617382617372
Gemini,39,2024-11-20 00:00:00,2024-12-04 00:00:00,350,14,0.2642857142857143,0.30000000000000004,0.5032313168332812,0.7857142857142857,0.21428571428571427,43758.0,0.42857142857142855,0.31428571428571433,Practical Application,0.8333333333333334,445.57142857142856,1101241.0714285714,Science & Technology,0.15625,0.5,0.014432197292767485,0.0014542499082985697,-0.0494102564102564
GitHub_Copilot,14,2021-06-29 00:00:00,2021-07-13 00:00:00,0,12,0.325,0.35,0.3671140521319325,0.9166666666666666,0.08333333333333333,156407.83333333334,0.43333333333333335,0.5083333333333333,Practical Application,0.6666666666666666,679.1666666666666,788087.25,Education,0.09375,0.4166666666666667,0.023434584228734654,0.0028092195199057386,
GitHub_Copilot,15,2021-07-13 00:00:00,2021-07-27 00:00:00,14,13,0.2692307692307692,0.2,0.27502913598567263,0.9230769230769231,0.07692307692307693,24926.153846153848,0.37692307692307697,0.5692307692307692,Practical Application,0.5,1025.076923076923,277260.76923076925,Education,0.125,0.38461538461538464,0.026415442622308313,0.0038610569939078994,
GitHub_Copilot,16,2021-07-27 00:00:00,2021-08-10 00:00:00,28,10,0.45,0.35,0.2677063067368169,1.0,0.0,32853.1,0.44000000000000006,0.53,Practical Application,0.6666666666666666,770.6,456139.0,Education,0.09375,0.3,0.032437757775102966,0.00350419595450559,
GitHub_Copilot,17,2021-08-10 00:00:00,2021-08-24 00:00:00,42,3,0.5333333333333333,0.6,0.3055050463303894,1.0,0.0,57845.0,0.5666666666666667,0.6,Critical/Evaluative,0.5,1205.6666666666667,215200.0,Science & Technology,0.03125,1.0,0.05786173455680591,0.0054908497256555755,0.0625
GitHub_Copilot,18,2021-08-24 00:00:00,2021-09-07 00:00:00,56,10,0.37,0.35,0.3945461527713414,0.8,0.1,5877.1,0.38,0.5,Practical Application,0.6666666666666666,745.6,158562.0,Education,0.0625,0.5,0.0295671456695421,0.0030725545685753837,0.08057692307692307
GitHub_Copilot,19,2021-09-07 00:00:00,2021-09-21 00:00:00,70,6,0.3666666666666667,0.4,0.3614784456460255,0.8333333333333334,0.16666666666666666,19551.333333333332,0.39999999999999997,0.5666666666666667,Practical Application,0.5,836.6666666666666,75431.66666666667,Education,0.125,0.16666666666666666,0.01951281633734839,0.0025979586539519547,0.035410256410256406
GitHub_Copilot,20,2021-09-21 00:00:00,2021-10-05 00:00:00,84,1,0.8,0.8,,1.0,0.0,2889.0,0.4,0.6,Practical Application,0.16666666666666666,969.0,38400.0,Education,0.03125,0.0,0.012807199723087574,0.0017307026652821046,0.011487179487179495
GitHub_Copilot,21,2021-10-05 00:00:00,2021-10-19 00:00:00,98,2,0.30000000000000004,0.30000000000000004,0.14142135623730953,1.0,0.0,3970.0,0.35,0.6,Practical Application,0.16666666666666666,1972.5,342000.0,Science & Technology,0.03125,1.0,0.02795067776470485,0.0008787731042878873,0.053333333333333344
GitHub_Copilot,22,2021-10-19 00:00:00,2021-11-02 00:00:00,112,12,0.5916666666666667,0.6499999999999999,0.25030284687057625,0.9166666666666666,0.0,27515.083333333332,0.4666666666666666,0.5416666666666666,Practical Application,0.3333333333333333,729.6666666666666,117016.91666666667,Science & Technology,0.125,0.5,0.023035284085960384,0.0017003844381096769,-0.0036666666666666514
GitHub_Copilot,23,2021-11-02 00:00:00,2021-11-16 00:00:00,126,13,0.5076923076923077,0.7,0.3546395786840927,0.8461538461538461,0.07692307692307693,22736.76923076923,0.46923076923076923,0.5461538461538461,Practical Application,0.8333333333333334,2013.5384615384614,273300.3846153846,Science & Technology,0.09375,0.5384615384615384,0.020987995791547438,0.001413628446132844,0.037666666666666675
GitHub_Copilot,24,2021-11-16 00:00:00,2021-11-30 00:00:00,140,5,0.33999999999999997,0.2,0.2408318915758459,1.0,0.0,5522.0,0.36,0.54,Practical Application,0.5,996.6,259992.0,Education,0.0625,0.4,0.02425434484960814,0.0035215431748352073,0.007371794871794857
GitHub_Copilot,25,2021-11-30 00:00:00,2021-12-14 00:00:00,154,9,0.3333333333333333,0.2,0.24494897427831783,0.8888888888888888,0.0,9011.888888888889,0.30000000000000004,0.5111111111111111,Practical Application,0.5,482.77777777777777,114819.88888888889,Science & Technology,0.125,0.4444444444444444,0.02285739574851057,0.002304631311947827,-0.07123076923076925
GitHub_Copilot,26,2021-12-14 00:00:00,2021-12-28 00:00:00,168,6,0.16666666666666666,0.2,0.10327955589886445,0.8333333333333334,0.0,38930.166666666664,0.25,0.5499999999999999,Practical Application,0.3333333333333333,663.6666666666666,136915.0,Science & Technology,0.09375,0.5,0.015709741763776725,0.0010326289023069827,-0.018500000000000016
GitHub_Copilot,27,2021-12-28 00:00:00,2022-01-11 00:00:00,182,2,0.2,0.2,0.0,1.0,0.0,186974.0,0.3,0.6,Practical Application,0.16666666666666666,576.5,162750.0,Education,0.0625,0.5,0.02914270700743467,0.0053381683269363945,-0.10243589743589745
GitHub_Copilot,28,2022-01-11 00:00:00,2022-01-25 00:00:00,196,2,0.3,0.3,0.4242640687119285,0.5,0.0,8784.0,0.25,0.6,Practical Application,0.3333333333333333,450.0,66515.5,Science & Technology,0.03125,1.0,0.023188276559063074,0.00409210708836177,-0.07887179487179487
GitHub_Copilot,29,2022-01-25 00:00:00,2022-02-08 00:00:00,210,3,0.46666666666666673,0.4,0.30550504633038933,1.0,0.0,1358.0,0.4333333333333333,0.3666666666666667,Practical Application,0.3333333333333333,359.3333333333333,30606.666666666668,Science & Technology,0.0625,0.6666666666666666,0.027702089754847347,0.008097344985235101,-0.02133333333333333
GitHub_Copilot,30,2022-02-08 00:00:00,2022-02-22 00:00:00,224,3,0.3666666666666667,0.2,0.2886751345948128,1.0,0.0,8508.0,0.3666666666666667,0.4666666666666666,Practical Application,0.3333333333333333,1411.0,5360.0,Education,0.09375,0.3333333333333333,0.01790139280002537,0.001036516141222693,0.040000000000000015
GitHub_Copilot,31,2022-02-22 00:00:00,2022-03-08 00:00:00,238,2,0.8,0.8,0.0,1.0,0.0,33808.5,0.5,0.4,Practical Application,0.16666666666666666,1134.5,77150.0,Science & Technology,0.03125,1.0,0.01911018307979999,0.0007355590248588927,0.06666666666666668
GitHub_Copilot,33,2022-03-22 00:00:00,2022-04-05 00:00:00,266,4,0.55,0.6000000000000001,0.30000000000000004,1.0,0.0,15917.25,0.5,0.5,Practical Application,0.5,450.25,100068.5,Education,0.0625,0.5,0.019293429479636907,0.0019341495074746637,0.12666666666666668
GitHub_Copilot,34,2022-04-05 00:00:00,2022-04-19 00:00:00,280,6,0.6666666666666666,0.75,0.23380903889000246,1.0,0.0,6429.166666666667,0.5166666666666667,0.48333333333333334,Practical Application,0.16666666666666666,814.8333333333334,44566.666666666664,Science & Technology,0.0625,0.8333333333333334,0.013575608198582723,0.0024105463082173947,0.059909909909909916
GitHub_Copilot,35,2022-04-19 00:00:00,2022-05-03 00:00:00,294,5,0.42000000000000004,0.4,0.3346640106136302,0.8,0.0,4035.6,0.26,0.5599999999999999,Practical Application,0.3333333333333333,709.8,78859.0,Education,0.125,0.2,0.01499612659544596,0.004181473821831844,0.03837209302325579
GitHub_Copilot,36,2022-05-03 00:00:00,2022-05-17 00:00:00,308,4,0.42500000000000004,0.45,0.4349329450233297,0.75,0.0,3791.5,0.375,0.6,Practical Application,0.3333333333333333,868.5,62650.0,Science & Technology,0.0625,0.75,0.013761220921822578,0.0022943843191070503,-0.00418604651162791
GitHub_Copilot,37,2022-05-17 00:00:00,2022-05-31 00:00:00,322,4,0.375,0.35,0.3201562118716424,1.0,0.0,5048.25,0.30000000000000004,0.475,Practical Application,0.3333333333333333,2107.75,344325.0,Education,0.0625,0.5,0.015531543250336746,0.0004897056178172696,-0.07484234234234236
GitHub_Copilot,38,2022-05-31 00:00:00,2022-06-14 00:00:00,336,5,0.38,0.2,0.3492849839314596,0.8,0.0,26529.6,0.36,0.42000000000000004,Practical Application,0.6666666666666666,615.2,150715.6,Science & Technology,0.0625,0.8,0.026926264201960835,0.0018279491959518513,-0.05916666666666667
GitHub_Copilot,39,2022-06-14 00:00:00,2022-06-28 00:00:00,350,14,0.34285714285714286,0.30000000000000004,0.3056249227510633,0.9285714285714286,0.07142857142857142,10571.214285714286,0.39285714285714285,0.45,Practical Application,0.8333333333333334,1198.5,35940.71428571428,Science & Technology,0.09375,0.7142857142857143,0.016160381255850044,0.0033539099396508623,-0.06183333333333333
SoraAI,1,2023-08-17,2023-08-31,-182,2,0.8,0.8,0.0,1.0,0.0,8257.5,0.4,0.0,Enthusiast/Reaction,0.3333333333333333,197.5,33730.0,Entertainment,0.0625,0.0,0.041593210536400915,0.0033284900182279226,
SoraAI,5,2023-10-12,2023-10-26,-126,1,0.4,0.4,,1.0,0.0,5953.0,0.5,0.1,Enthusiast/Reaction,0.16666666666666666,161.0,59200.0,Entertainment,0.03125,0.0,0.017806148160591298,0.0015118427683520914,
SoraAI,10,2023-12-21,2024-01-04,-56,1,0.7,0.7,,1.0,0.0,18030.0,0.6,0.3,Practical Application,0.16666666666666666,1661.0,262000.0,Science & Technology,0.03125,1.0,0.04082085413200222,0.002329450915141431,
SoraAI,14,2024-02-15,2024-02-29,0,7,0.32857142857142857,0.2,0.2927700218845599,1.0,0.0,969093.7142857143,0.5,0.35714285714285715,News/Analysis,0.3333333333333333,1202.142857142857,3384768.5714285714,Science & Technology,0.09375,0.5714285714285714,0.020858949809476692,0.002572406738979065,-0.008196721311475419
SoraAI,15,2024-02-29,2024-03-14,14,4,0.65,0.7,0.17320508075688767,1.0,0.0,157397.0,0.5,0.4,Practical Application,0.3333333333333333,570.5,1838700.0,Science & Technology,0.09375,0.5,0.014405441123699878,0.0018374223193724827,-0.023858615611192936
SoraAI,16,2024-03-14,2024-03-28,28,2,0.4,0.4,0.28284271247461895,1.0,0.0,1403.0,0.7,0.5,Enthusiast/Reaction,0.16666666666666666,457.0,667.5,People & Blogs,0.0625,0.5,0.013438103956871122,0.0007135591496287254,-0.012374245472837025
SoraAI,17,2024-03-28,2024-04-11,42,4,0.65,0.75,0.23804761428476168,1.0,0.0,23025.25,0.625,0.325,Enthusiast/Reaction,0.3333333333333333,790.5,557750.25,Science & Technology,0.0625,0.75,0.026804112701952952,0.006920271246937915,8.710801393728395e-05
SoraAI,18,2024-04-11,2024-04-25,56,1,0.7,0.7,,1.0,0.0,5892.0,0.4,0.3,Practical Application,0.16666666666666666,231.0,59000.0,Film & Animation,0.03125,0.0,0.004921928038017651,0.0008486082824168364,-0.01682974559686888
SoraAI,19,2024-04-25,2024-05-09,70,10,0.36,0.2,0.22211108331943577,1.0,0.0,4245.9,0.41,0.37,Enthusiast/Reaction,0.6666666666666666,600.0,69980.0,Science & Technology,0.125,0.7,0.016154330534359298,0.004862912979192439,0.07428571428571427
SoraAI,20,2024-05-09,2024-05-23,84,8,0.525,0.7,0.3011881234615431,1.0,0.0,24158.125,0.5625,0.3875,Enthusiast/Reaction,0.5,921.125,316513.25,People & Blogs,0.15625,0.25,0.025266197907235312,0.00316770617599232,-0.028000000000000014
SoraAI,21,2024-05-23,2024-06-06,98,1,0.8,0.8,,1.0,0.0,3286.0,0.7,0.3,Enthusiast/Reaction,0.16666666666666666,317.0,12400.0,Science & Technology,0.03125,1.0,0.02556299452221546,0.002434570906877663,-0.0040000000000000036
SoraAI,22,2024-06-06,2024-06-20,112,5,0.5399999999999999,0.6,0.25099800796022265,1.0,0.0,55833.0,0.7,0.38,Enthusiast/Reaction,0.3333333333333333,1064.0,633870.0,Science & Technology,0.125,0.4,0.0288628364575833,0.005716361693014832,0.012500000000000011
SoraAI,23,2024-06-20,2024-07-04,126,4,0.575,0.6,0.1258305739211791,1.0,0.0,12206.0,0.55,0.375,Enthusiast/Reaction,0.3333333333333333,288.75,59204.5,Science & Technology,0.09375,0.5,0.022970504884624102,0.0035453490509640474,0.012
SoraAI,24,2024-07-04,2024-07-18,140,1,0.2,0.2,,1.0,0.0,48291.0,0.6,0.4,News/Analysis,0.16666666666666666,783.0,216000.0,Science & Technology,0.03125,1.0,0.05278416268041664,0.0033132467747613425,0.044499999999999984
SoraAI,25,2024-07-18,2024-08-01,154,7,0.24285714285714285,0.2,0.26992062325273125,0.8571428571428571,0.14285714285714285,3116.4285714285716,0.4428571428571429,0.38571428571428573,Enthusiast/Reaction,0.8333333333333334,825.5714285714286,425207.14285714284,Education,0.15625,0.14285714285714285,0.014080840457608905,0.00549871447393213,-0.08750000000000002
SoraAI,26,2024-08-01,2024-08-15,168,8,0.35000000000000003,0.2,0.232992949004287,1.0,0.0,32583.625,0.475,0.3625,Practical Application,0.6666666666666666,570.0,597328.0,Science & Technology,0.09375,0.75,0.016228836390036878,0.003650541232933819,-0.14542857142857143
SoraAI,28,2024-08-29,2024-09-12,196,4,0.725,0.75,0.09574271077563384,1.0,0.0,13699.5,0.625,0.425,Enthusiast/Reaction,0.16666666666666666,875.25,139207.5,Science & Technology,0.03125,1.0,0.024373995857456504,0.003466494222151615,-0.07121428571428569
SoraAI,29,2024-09-12,2024-09-26,210,5,0.76,0.8,0.05477225575051667,1.0,0.0,2986.6,0.6599999999999999,0.44000000000000006,Enthusiast/Reaction,0.5,626.8,140496.0,People & Blogs,0.09375,0.4,0.027314076021895912,0.004734744875981282,0.051110038610038606
SoraAI,30,2024-09-26,2024-10-10,224,2,0.30000000000000004,0.30000000000000004,0.1414213562373095,1.0,0.0,19496.5,0.55,0.4,News/Analysis,0.16666666666666666,1016.5,206350.0,People & Blogs,0.0625,0.5,0.02455446004830504,0.003089749946629694,0.1265116279069767
SoraAI,31,2024-10-10,2024-10-24,238,5,0.019999999999999997,-0.2,0.30331501776206204,0.4,0.6,37528.6,0.4,0.42000000000000004,Critical/Evaluative,0.3333333333333333,490.0,1363500.0,Science & Technology,0.0625,0.8,0.014346915027255385,0.0008720214269907402,0.05131229235880398
SoraAI,32,2024-10-24,2024-11-07,252,1,0.7,0.7,,1.0,0.0,7214.0,0.6,0.4,Practical Application,0.16666666666666666,1272.0,1990.0,Science & Technology,0.03125,1.0,0.022456334904352646,0.001247574161352925,-0.06783783783783784
SoraAI,35,2024-12-05,2024-12-19,294,15,0.48000000000000004,0.7,0.31667919774704856,1.0,0.0,454101.5333333333,0.46,0.4066666666666666,Practical Application,0.6666666666666666,577.4666666666667,2191940.0,Science & Technology,0.15625,0.6,0.020163183082329696,0.0020916731682867,-0.07900000000000001
SoraAI,36,2024-12-19,2025-01-02,308,8,0.4375,0.5,0.30676887530703445,0.875,0.0,190777.625,0.4875,0.3375,Practical Application,0.6666666666666666,1914.75,606610.0,Science & Technology,0.125,0.5,0.02084317667939442,0.0013728215463326859,-0.004905660377358491
SoraAI,37,2025-01-02,2025-01-16,322,6,0.6166666666666667,0.7,0.21369760566432808,1.0,0.0,3064.0,0.5666666666666667,0.5,Practical Application,0.5,1187.0,28529.0,Science & Technology,0.0625,0.6666666666666666,0.015832509941078838,0.0019911859662630075,0.03805970149253731
